Tags,Name,Formula,T1C1,T1C2,T1C3,T1C4,T1C5,T1C6,T1C7,T1C8,T1WB1,T1WB2,T1WB3,T1WB4,T1WB5,T1WB6,T1WB7,T1WB8,T2C1,T2C2,T2C3,T2C4,T2C5,T2C6,T2C7,T2C8,T2WB1,T2WB2,T2WB3,T2WB4,T2WB5,T2WB6,T2WB7,T2WB8,T3C1,T3C2,T3C3,T3C4,T3C5,T3C6,T3C7,T3C8,T3WB1,T3WB2,T3WB3,T3WB4,T3WB5,T3WB6,T3WB7,T3WB8,T4C1,T4C2,T4C3,T4C4,T4C5,T4C6,T4C7,T4C8,T4WB1,T4WB2,T4WB3,T4WB4,T4WB5,T4WB6,T4WB7,T4WB8
B,Lysine,C6 H14 N2 O2,243235524.51408654,364295435.3263009,289199355.28645194,220619618.0246602,193633735.7061997,246532936.39032504,225381924.03622058,353814508.3134705,146195209.6458087,230358400.81318927,183823524.908052,187900850.1533744,223463420.40834847,193703524.16544572,215903437.1181995,370979583.5170979,369305917.30858314,225678639.11411119,119780965.93247212,168365838.21055335,136417494.8627838,256860666.53152263,280396694.8506188,85707535.99893631,230031282.62672248,203198380.6349465,85027007.58890149,295839926.1297151,80078709.9995164,71991456.78340144,102181406.32526998,137691810.82524368,119132043.25938347,315317334.2442917,144417548.84086564,174208335.35832083,137666429.88705605,177195533.24925986,187776906.25529236,99443181.59653005,223890610.50404805,250083169.21611056,119066333.47892569,194143535.20692453,86028570.70135683,83499216.089189,273978305.92940915,130451157.63207899,103073673.54715952,265761041.05992255,173525490.94037604,144698385.27383777,195528652.57872507,149329976.7373043,99294561.7312903,98819357.93827705,275738711.0441087,327863631.7568331,118302199.9664032,253356336.6581861,97891599.18988568,230495779.31458208,183561858.33097675,217017464.5862469
A,MALEATE,C4 H4 O4,18066799.6369642,22245555.602234866,24054826.17460004,13641308.764370866,21709027.346186157,22270477.68574894,18764542.251342114,23581659.969693944,23261161.876314905,24745514.145329416,35062642.0483165,18731893.176958445,22151063.342379227,18949952.822378926,12066224.004434364,20864352.967605975,13443558.737911114,11419087.311005592,16682302.368676981,10531827.273626514,9980401.331050616,17646830.023709167,16393954.619632758,15788478.431976477,20173778.025619034,13856229.564474197,10447943.255719561,11588786.308044078,7734212.78211896,11667381.231544873,10815930.067485869,10578706.65193897,15052261.626348985,13819507.076315178,12642113.995064436,12563940.728572236,18415013.150507327,33964461.79019979,14393403.591095801,13417138.741878089,14222560.10441677,10093432.116610004,15960996.269203257,14508299.68118994,22536465.026165236,16038718.202400737,12908274.913559219,16509540.723601075,12318349.497797694,16208252.127100922,25293119.07381217,11400629.048531244,13460341.726910457,12169314.091596168,24537345.23209276,13534091.391780848,13480192.456996767,11147938.612950778,11207034.250056177,11492931.073344806,3821542.7622419526,12364115.153970044,11809907.446445622,13828013.97160613
A,Malic acid,C4 H6 O5,3128995269.508868,3970372243.028393,3363657187.7685404,2985022697.557883,3366936710.57859,3124972246.994011,3415557528.8167663,4851091132.839931,4247248382.7300053,4558478562.399269,3404467573.900176,3315867964.53934,4450939572.499573,2988418898.5364847,3648519560.5261216,4265375214.812359,2371473315.8935785,1590247450.073095,2348753462.050058,2455648167.8297415,1745181654.9854891,2852930348.013369,2750755678.9530883,2002311592.6715367,2107132686.7889931,1394183761.2079422,1981847874.517348,1942255277.9597354,2879287160.49862,1274779524.5961983,2129883624.8945303,1763380657.2624443,1476885666.295375,2677087866.330664,2955664698.259397,2380520332.218634,1352241063.697865,2165551973.8700643,2395307976.611203,2632108211.3827834,3254886408.674758,1759082342.8552706,2624411275.032726,1765455289.4725728,1593561395.447969,1356614683.6703105,2174183903.3074365,1761221988.6019046,1450087305.3144388,1849244075.4577608,5172094300.699207,2486157481.268119,1924658525.6238494,1614011025.575942,3013950031.2926936,2552174680.5277896,1943744782.5308352,1563133412.9154856,2488995765.901669,1658268579.868902,1356212533.6228592,1780200466.4273987,2953897887.9166083,2539261900.2549615
A,Malonic acid,C3 H4 O4,90135294.51082216,94788578.4736448,85369503.95187251,89837377.75900605,96853579.1451307,135374155.4781822,157070117.01614505,122113388.19262996,146728672.75978413,107504658.4951992,118011381.66839075,79550927.83444071,84814246.10785705,90563093.21032251,79892973.73748113,148685877.82326162,83491012.25856398,83699729.3565035,124743082.6446261,73293030.93969853,91310925.39660601,101400714.21635897,111828790.21230929,61999663.161760464,65955857.86619018,90370781.49122304,77023739.37511139,81587834.42752686,52085758.4827661,56993768.602092505,110159098.37630264,90771916.97542654,71909909.48217544,113253299.95668048,87587264.64014287,83197430.14030406,67656182.97541337,107642491.35951838,81384893.65574089,97487015.47949727,115563794.65330237,103813257.10986602,68510629.20885286,132912696.12168297,87674155.82249448,62860852.11820298,104105254.11632188,85779617.79965521,76199599.15653418,93645440.58881426,92619847.92322232,103804255.1766975,81380855.2375144,66975410.38075719,75207068.99137014,99011786.73012094,122847305.55138358,100222831.56425552,68100982.82581228,107867502.3168146,60004758.1816051,67570837.62609263,53874624.756282695,81389409.96102913
A,Mannitol,C6 H14 O6,80653148.46064906,74413675.70796674,53910703.832053654,131965978.67034043,87448428.3306274,97239124.31274907,105849065.6886967,60275452.22975287,112430180.55358344,133303291.27008738,182158774.397764,81917930.30014843,139729771.7824147,114540740.78056218,166136248.17060074,123752186.01075752,85708446.53692755,94708623.09653218,74344433.21030082,80607881.85607944,71354989.89246416,60791364.88919992,86154486.01413004,71198310.72923261,49554814.07334113,67994586.94450317,106484917.92538945,92355515.23814467,53691807.9995294,65794652.9075755,106577641.4934714,95708504.68220782,37058269.42687171,287965206.694373,21072462.785782486,67427749.84675077,25912550.930463362,39758494.89049097,56072706.0079411,69578628.90022166,188186819.4669573,56877487.691946834,57067430.626033746,47139181.54449387,55271542.64904177,161276898.7195903,77664898.45848542,72627356.0023318,57696983.2542562,198363860.74979582,77763599.02030852,110416546.83038431,310940613.9707524,78661387.25233226,161115147.32274735,151851940.81203127,202478683.84719056,339583438.7806532,105772269.3101835,78995732.94286881,72766087.69949768,234330444.3220261,150974586.7755408,218552404.70397365
B,Mannose,C6 H12 O6,256356443.5736097,254834720.24278155,382782742.82065064,308370242.8617949,276069899.7195558,401026691.22674197,493214355.99780273,419372034.30088884,271406140.0395115,291621038.9605888,451807769.8204759,233781663.20975736,337371449.7465258,286347141.127587,364078092.2885812,447011461.5148556,277264066.9977144,258235075.85991734,327487696.0999722,308076218.3520684,229843048.5591539,294371238.04917437,284267227.87405884,281066057.6693056,198216054.95330822,216543931.88206735,304695679.92896,213053249.45637688,190759933.007806,216756566.20597512,276029313.28004974,256827732.41500473,228203425.42388898,223370218.3941096,206922930.3959046,275648059.5569856,284691599.5906099,316423429.24567336,271681296.5924555,263070461.7513473,182746984.36790627,219050029.9354836,273462865.4636546,207622452.5495863,213792560.25353757,280208834.5159446,300825796.10025656,244327482.73713917,240915536.05325732,223156056.48113272,203369504.57696506,233909410.63702613,257341956.33639058,263665322.8531075,230611496.08621147,296671362.7983694,192030772.85191646,212621937.75654545,240371211.34306112,196495706.61391908,165316883.83946663,172919128.10303897,183670851.3807605,192842615.4052329
B,METHYL GALACTOSIDE,C7 H14 O6,10418388.821934685,9000505.668187464,11831069.858285058,11290623.943099393,12275509.778100532,10011631.286368782,10183656.573777815,17941035.45876535,9826745.872047462,10431950.087599566,10880764.662304737,10828672.952892376,6958274.59191684,10055921.961930035,10811439.378079873,17751237.375736084,9470899.040626813,6526003.45699268,8495045.275655566,8468117.222845238,5898274.130579194,5483421.148724121,6897069.048686955,6544722.864674126,8113487.227493519,7074113.283217669,6704078.783878531,7898208.5630338825,2823308.20704342,5519701.886321222,8204644.078829566,7680725.677763509,6383727.061523302,7611686.954926179,6911784.399259586,9389294.911426518,6756974.13879626,6035962.244257942,5022938.446172139,8356187.495491592,6360471.136721072,6884695.694948867,6468862.105984707,5264043.46044285,2881070.000334487,6948044.125276384,5406191.209829666,5728771.213082065,6624863.125297151,7868444.720395202,5655523.229334643,6113854.998107634,3511478.141084828,4318173.162348715,4214038.957155747,7623846.344163036,4968622.116743463,6462444.25584397,5700242.814785207,5122407.625514313,2285150.8188949404,5787985.37696211,3440436.1611663587,5532375.361632113
A,METHYLMALONATE,C4 H6 O4,212313712.55099738,256981533.05617782,679825766.4013745,74476764.20404176,143007041.06102496,156142268.4939113,389718496.57022667,136122042.0222353,80840775.9777045,417314437.5297805,89076664.6753352,92212953.19319268,194884794.88139772,64678491.0425278,215392803.28124025,1781298096.9229403,332189271.16246635,130495826.98659636,720365035.6229726,63394501.576574795,71019899.43510957,143524739.2912494,897269366.710063,45128239.03478138,45689006.4690763,293830200.8055228,47514807.64264312,85056430.96466428,64506162.1823342,31425487.962925524,119025452.8146359,895819380.8281584,146597129.3746303,140442848.73657903,496938663.02534914,68304695.59655538,58510794.297219,130151338.99141538,486687261.7716182,53164322.1662745,57698665.2546284,244517063.75711504,56555985.23844453,86649969.94374196,54338515.015019365,318431390.5126952,121672396.74443217,664259846.6530963,93030664.06249127,93628173.12915131,304138602.3593841,76765590.83360797,103572220.03649169,75664225.91199572,273081914.55474263,67518706.69691527,70606463.62705757,192046724.90961334,50616784.202288546,85774010.25518502,45821697.39066277,44242645.18227895,55315206.13106524,742199207.6402774
D,mono-Methyl glutarate,C6 H10 O4,26983654.82061854,36591455.10132383,37741047.156017475,32851278.637894217,41810203.83848279,37724800.41578539,33720819.34290488,57833625.77783233,49506042.35901899,43107609.766458586,40564156.546468124,35993442.662350066,33385966.938177165,33410574.14932805,37267337.83313022,57758553.710265614,22491087.748018328,31828387.729349494,31464729.639285736,28332206.476591583,30784955.65023506,27993413.798909564,31279869.569326036,23551877.86349926,18993184.493598755,24750476.26690506,26208476.431588955,25077707.873127323,19722723.4484918,18578514.320911836,26331660.85916446,26561461.77488307,14678363.432697382,22236465.134320054,19853099.46679614,17763302.184081394,17637030.549757224,21505025.564839393,16417841.77278712,25830932.174291205,16491700.702424789,21379226.30304852,18990407.66020272,16949854.273729797,17955876.33519889,19334367.88775483,23355005.90714159,17934904.625239186,15190100.281357896,15415835.878597206,15817450.325344827,15433807.177247677,12884467.674520131,15497533.27085632,13908615.632572798,15771707.419703675,13908618.18571222,15333855.681396369,18781761.35841839,15845300.93985238,10301487.792823302,14455567.434061764,12082113.713735774,14416611.4196988
A,Myo-Inositol,C6 H12 O6,676314494.93697,544622262.8557749,736613522.6085826,642943609.9128333,694251212.6775912,733953990.6837521,639639090.1627991,770230165.3745103,596071161.02552,646675037.9199148,786360802.5036582,645376565.8346288,523168254.56590104,663745682.4267083,655610233.9467572,923308101.7536842,435270066.9733899,650691992.1852211,865965708.7780737,519433750.6152054,740395002.569288,758169251.2528535,655452693.8779321,509696471.79110324,407430096.3325272,477234375.32983434,545802191.7088519,464799976.3802109,496122289.616944,520809945.4875518,594185392.6255031,651342175.6890182,662095215.391171,1069094984.1918095,760049905.942795,695388309.5288403,730933862.5216721,946691344.4178553,851709877.2234794,874571505.8772544,607185514.1667552,774982834.4923575,874584703.0099357,597583938.0657597,557713633.7636582,676903904.4568074,696022230.1433141,735716120.1812283,884116214.0456843,810016168.5090696,1027790863.0668079,651593308.1960012,855413415.0409124,989855377.1352688,1001828134.6866819,1180320241.8014548,686540397.4376688,842202256.8035545,916438278.7463019,723618779.0768851,494477927.3449338,712357993.4747853,665680704.0362058,920883940.6495283
B,N-(2-Methylbutyryl)glycine,C7 H13 N O3,7189902.239015097,10022565.869669635,8250531.880875857,6292758.872015501,10023155.14453991,30106381.86690259,8218717.43878637,13157915.007546078,6820522.295940619,6026946.592698312,7927394.195940748,7195285.279694598,14317179.626266241,12613322.898616321,17280563.8347132,19112350.253213324,4704155.964192258,7120307.940206109,4644961.318286737,6073260.098180832,6586239.664662078,6466292.438556294,7675223.963339507,4025789.0185361234,4705069.589593891,4938899.7810334,4270408.580128503,4510548.311188237,3349348.6237097,4244850.545553669,5073740.141480697,5318704.272211821,3775661.718098068,5124571.1550663235,3896075.309873602,3842332.139959406,2991272.4496159093,5061384.698533856,4102094.9328589323,4382927.153383845,3431801.8349090307,3218525.443333384,3182134.871107166,3421006.1401175763,3720247.9102115715,3933250.8197269575,4171403.5499417186,3301727.364906555,3949966.0829538964,4304872.257368141,3941833.352534679,3583048.304423705,2906498.5268494277,3332108.8131731306,3026775.3794340678,3850755.445786762,3555686.1338669397,3269374.707993962,3475837.039144325,3450181.220283307,2465027.177776141,3452840.6981059904,2261336.6602282273,2827004.2210573372
A,N-ACETYLALANINE,C5 H9 N O3,346755739.4491061,442879290.32481116,235537395.4604787,367967354.13633436,416370818.4484245,392000272.65277255,224924641.730684,539113277.0413114,279333798.3154581,251975137.3568086,553021827.6570102,380492173.8690389,381332633.96213984,355040769.80066323,363362349.15352017,547601203.4725417,358062248.32205576,322837077.7609922,354393568.2689708,322382193.5671719,406739630.68519735,229077740.7712883,213070756.53540093,287629076.3481575,122166303.32571423,215321263.57684684,334078697.5523897,182189831.05237603,241163886.557647,230990301.65669528,346468941.00651604,177244320.53121856,138496791.31867743,140930905.09514076,132991583.40122163,122769699.70813233,124519370.97430676,163971327.41881198,137926140.51695475,349865401.21211225,105337469.72590479,173266535.7728659,133360887.0868166,133361119.67377338,189433026.4594661,134142230.8614297,184765234.86915728,147021279.90729403,144065535.20146462,143609666.70069456,120580078.96191676,104880600.78207311,94402105.15435395,79333647.266731,203490157.52931088,296028873.51771,126664313.16394746,111994992.56989715,152023679.72955313,103233520.23370714,80469076.35419011,87119973.26228304,63991781.24099497,91564124.4014102
A,N-ACETYLASPARAGINE,C6 H10 N2 O4,51105336.52744258,105519655.53733315,90980000.3394896,59210932.38919001,68569571.70130767,75022148.8447324,66942298.84003879,115464586.50863703,78621675.45155062,91212149.17686057,104686824.63063087,47368925.85822063,116298684.72231935,59534234.98204384,70313445.82601425,94189506.44744572,94587942.9225785,53782532.00990304,79047657.43195385,52505595.94692198,59117112.20303945,84745967.51403628,127206108.00530466,51181077.98565995,40481857.78685459,53890713.53315657,71413306.47047043,83953156.74641666,46444176.521433,33372227.728060175,56288185.598799504,48319435.434063606,63268401.76370647,65505483.27648124,60437068.98010882,59637120.57654773,57201576.49525992,79698668.24050881,71488143.11246932,54756302.897711135,54624149.152675025,46874809.647662625,61032757.54432194,57538149.3451736,49199771.81144392,79884355.02119353,64286940.00604666,43544082.747254,51596629.34285703,57673458.91058279,80207336.57810077,39988885.21286066,53197775.59260906,44765222.70456042,57713151.921964526,78967909.16637883,47365867.674738675,54772887.96880888,34646444.98126215,39162454.437862635,39161511.156160116,48082447.822329685,28004812.73906477,44736484.38099996
